Key,Source,Context,Changes,English,tchinese
plantedFlaxSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Flax seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]亞麻籽。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的亞麻纖維。亞麻可用於各種食譜，或製作成種子。\n亞麻\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]大蒜種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的大蒜。大蒜可用於各種食譜，或製作成種子。\n大蒜\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]生薑種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的生薑。生薑可用於各種食譜，或製作成種子。\n生薑\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]番石榴種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的番石榴。番石榴可以生吃，用於各種食譜，或製作成種子。\n番石榴\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]混合香草種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的混合香草。香草可用於各種食譜，或製作成種子。\n香草\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]萵苣種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的萵苣。萵苣可以生吃，用於各種食譜，或製作成種子。\n萵苣\n[abddfc]類型：[ffffff]農作物\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]墨西哥辣椒種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropFlaxFiberAOODesc,items,Resource,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested raw flax fiber. Flax can be used in various recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的亞麻纖維。亞麻可以用於各種食譜，或製作成種子。
foodCropFlaxFiberAOO,items,Resource,,Flax,亞麻
,,,,,
plantedGarlicSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Garlic seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]大蒜種子。將這些種子種植在農作物田裡。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropGarlicTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked garlic. Garlic can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的大蒜。大蒜可以用於各種食物食譜，或製作成種子。
foodCropGarlicTSK_AOO,items,Food,,Garlic,大蒜
,,,,,
plantedGingerSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Ginger seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]生薑種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的生薑。生薑可用於各種食譜，或製作成種子。\n生薑\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]番石榴種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的番石榴。番石榴可以生吃，用於各種食譜，或製作成種子。\n番石榴\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]混合香草種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的混合香草。香草可用於各種食譜，或製作成種子。\n香草\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]萵苣種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的萵苣。萵苣可以生吃，用於各種食譜，或製作成種子。\n萵苣\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]墨西哥辣椒種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的墨西哥辣椒。墨西哥辣椒可以生吃，用於各種食譜，或製作成種子。\n墨西哥辣椒\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]橄欖種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的橄欖。橄欖可以生吃，用於各種食譜，或製作成種子。\n橄欖\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]洋蔥種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的洋蔥。洋蔥可以生吃，用於各種食譜，或製作成種子。\n洋蔥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]橘子樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropGingerTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked ginger. Ginger can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的薑。薑可用於各種食物食譜，或製作成種子。\n
foodCropGingerTSK_AOO,items,Food,,Ginger,薑\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]番石榴種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
,,,,,
plantedGuavaSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Guava seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的番石榴。番石榴可以生吃，用於各種食物食譜，或製作成種子。\n
foodCropGuavaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked guava. Guava can be eaten raw, used in various food recipes, or crafted into seeds.",番石榴\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]混合香草種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
foodCropGuavaTSK_AOO,items,Food,,Guava,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的混合香草。香草可用於各種食物食譜，或製作成種子。\n
,,,,,
plantedMixedHerbsSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Seeds for mixed herbs. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",香草\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]萵苣種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
foodCropMixedHerbsAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mixed herbs. Herbs can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的萵苣。萵苣可以生吃，用於各種食物食譜，或製作成種子。\n
foodCropMixedHerbsAOO,items,Food,,Herbs,萵苣\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]墨西哥辣椒種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
,,,,,
plantedIcebergLettuceSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Iceberg lettuce seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的橄欖。橄欖可以生吃，用於各種食物食譜，或製作成種子。\n
foodCropIcebergLettuceAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked iceberg lettuce. Iceberg lettuce can be eaten raw, used in various food recipes, or crafted into seeds.",橄欖\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]洋蔥種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
foodCropIcebergLettuceAOO,items,Food,,Iceberg Lettuce,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的洋蔥。洋蔥可以生吃，用於各種食物食譜，或製作成種子。\n
,,,,,
plantedJalapenoSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Jalapeno pepper seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",洋蔥\n[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]柳橙樹種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n
foodCropJalapenoPepperAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked jalapenos. Jalapenos can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的墨西哥辣椒。墨西哥辣椒可以生吃、用於各種食物食譜，或製成種子。
foodCropJalapenoPepperAOO,items,Food,,Jalapeno Pepper,墨西哥辣椒
,,,,,
plantedLemonTreeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Lemon tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]檸檬樹種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropLemonTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked lemons. Lemons can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的檸檬。檸檬可以生吃、用於各種食物食譜，或製成種子。
foodCropLemonTSK_AOO,items,Food,,Lemon,檸檬
,,,,,
plantedLimeTreeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Lime tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]萊姆樹種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropLimeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked limes. Limes can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的萊姆。萊姆可以生吃、用於各種食物食譜，或製成種子。
foodCropLimeTSK_AOO,items,Food,,Lime,萊姆
,,,,,
plantedMangoTreeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Mango tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]芒果樹種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropMangoTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mangos. Mangos can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的芒果。芒果可以生吃、用於各種食物食譜，或製成種子。
foodCropMangoTSK_AOO,items,Food,,Mango,芒果
,,,,,
plantedMarijuanaSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Marijuana seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]大麻種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropHempAOODesc,items,Resource,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked marijuana. Marijuana can be used in various recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的大麻。大麻可以用於各種食譜，或製成種子。
foodCropHempAOO,items,Resource,,Weed!,雜草！
,,,,,
plantedMintSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Mint seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]薄荷種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropMintTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mint. Mint can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的薄荷。薄荷可以用於各種食物食譜，或製成種子。
foodCropMintTSK_AOO,items,Food,,Mint,薄荷
,,,,,
plantedMixedNutTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Seeds for mixed nuts. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]配備種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]綜合堅果種子。將這些種子種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropMixedNutsAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked mixed nuts. Nuts can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的綜合堅果。堅果可以生吃、用於各種食物食譜，或製成種子。
foodCropMixedNutsAOO,items,Food,,Nuts,堅果
,,,,,
