Key,Source,Context,Changes,English,tchinese
foodCropWatermelonTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked watermelon. Watermelon can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的西瓜。西瓜可以生吃、用於各種食譜，或製成種子。
foodCropWatermelonTSK_AOO,items,Food,,Watermelon,西瓜
,,,,,
plantedWheatSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Wheat seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]具種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]小麥種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropWheatAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested wheat. Wheat can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的小麥。小麥可於各種食譜中使用，或製成種子。
foodCropWheatAOO,items,Food,,Wheat,小麥
,,,,,
plantedWhiteOakTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]White oak tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植與生長等級 1\n\n[abddfc]說明：[ffffff]白橡樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]生白橡木板。白橡木板用於製作各種工作台。\n\n白橡木板\n烤肉醬\n烤肉醬食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]是時候來點醬汁了！\n貝果\n貝果食譜\n[abddfc]類型：[ffffff]食物\n[abddfc]解鎖方式：[ffffff]\n\n[abddfc]說明：[ffffff]鮮為人知的事實：貝果是大多數高爾夫球手的最愛食物。為什麼？因為它有一個洞。\n麵包\n自製麵包食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]許多人說這是史上最棒的東西。\n奶油\n自製奶油食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用於美味食譜中的成分。\n起司\n自製起司食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用於美味食譜中的成分。\n鮮奶油\n鮮奶油食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]新鮮打發的鮮奶油，用於美味食譜中的成分。\n奶油乳酪\n奶油乳酪食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]就像你一直懷疑的那樣，製作起來非常簡單。\n新鮮揉好的麵團\n新鮮揉好的麵團食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]面對現實吧...你需要它。\n麵粉\n麵粉食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]所有麵包師都相信麵粉的力量。\n奶奶的著名醬汁\n奶奶的著名醬汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]只有最好的番茄醬，就像奶奶以前做的一樣！\n牛奶\n巴氏殺菌牛奶食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]牛奶！對身體有益。單獨使用沒有太大用處，但可以用於食譜中，以製作其他成分和美味食物。\n鹽\n鹽食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]它是鹹的。\n生培根\n生培根食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]生培根，準備好油炸。\n生野牛排\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]生野牛排，準備好油炸。\n生神戶牛排\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]生神戶牛排，準備好油炸。\n生野味\n糖霜\n自製糖霜食譜\n工作站：帶有攪拌碗的 KitchenAid /n 濃稠且甜膩，準備好塗抹在蛋糕上！\n原味冷凍優格\n原味冷凍優格食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用於多種口味的冷凍優格的基底。\n原味冰淇淋\n原味冰淇淋食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用於多種口味的冰淇淋的基底。\n冰淇淋三明治\n冰淇淋三明治食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]簡單的冷凍甜點。\n小貓咪飼料\n小貓咪飼料食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]也被稱為泥巴夥伴，這種巧克力和糖粉零食非常美味！\n檸檬蛋糕\n檸檬蛋糕食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]頹廢的檸檬邦特蛋糕。\n檸檬刨冰\n檸檬刨冰食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些檸檬味。真的，你會期待什麼呢？\n萊姆刨冰\n萊姆刨冰食譜
resourceWhiteOakPlankAOODesc,items,Resource,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Raw white oak planks. White oak planks are used to make various workbenches.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]未加工的白橡木木板。白橡木木板用於製作各種工作台。
resourceWhiteOakPlankAOO,items,Resource,,White Oak Planks,白橡木木板
,,,,,
,,,,,
,,,,,
foodBBQSauceAOO,items,Food,,BBQ Sauce,烤肉醬
foodBBQSauceAOOSchematic,items,Food,,BBQ Sauce Recipe,烤肉醬食譜
foodBBQSauceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It's time to get saucy!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]是時候來點醬汁了！
,,,,,
foodBagelAOO,items,Food,,Bagel,貝果
foodBagelAOOSchematic,items,Food,,Bagel Recipe,貝果食譜
foodBagelAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n[abddfc]UNLOCKED BY: [ffffff] \n\n[abddfc]DESCRIPTION:[ffffff]Little-known fact: a bagel is the favorite food of most golfers. Why? There's a hole in one.,[abddfc]類型：[ffffff]食物  \n[abddfc]解鎖方式：[ffffff] \n\n[abddfc]說明：[ffffff]鮮少人知道的事實：貝果是大多數高爾夫球手的最愛食物。為什麼？因為它有一個洞。
,,,,,
foodBreadAOO,items,Food,,Bread,麵包
foodBreadAOOSchematic,items,Food,,Homemade Bread Recipe,自製麵包食譜
foodBreadAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Many say it's the best thing ever.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]許多人說這是史上最棒的東西。
,,,,,
foodButterAOO,items,Food,,Butter,奶油
foodButterAOOSchematic,items,Food,,Home-Churned Butter Recipe,自製奶油食譜
foodButterAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Used as an ingredient in tasty recipies.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]用於美味食譜中的成分。
,,,,,
foodCheeseAOO,items,Food,,Cheese,起司
foodCheeseAOOSchematic,items,Food,,Homemade Cheeses Recipe,自製起司食譜
foodCheeseAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Used as an ingredient in tasty recipies.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]用於美味食譜中的成分。
,,,,,
foodCreamAOO,items,Food,,Cream,鮮奶油
foodCreamAOOSchematic,items,Food,,Cream Recipe,鮮奶油食譜
foodCreamAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Freshly whipped cream, used as an igredient in tasty recipies.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]新鮮打發的鮮奶油，用於美味食譜中的成分。
,,,,,
foodCreamCheeseAOO,items,Food,,Cream Cheese,奶油乳酪
foodCreamCheeseAOOSchematic,items,Food,,Cream Cheese Recipe,奶油乳酪食譜
foodCreamCheeseAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Exactly as simple to make as you suspected all along.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]就像你一直懷疑的一樣，製作起來非常簡單。
,,,,,
foodDoughAOO,items,Food,,Freshly Kneaded Dough,新鮮揉好的麵團
foodDoughAOOSchematic,items,Food,,"Freshly Kneaded Dough Recipe""",新鮮揉好的麵團食譜
foodDoughAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Face it... you knead it.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]面對現實吧...你需要它。
,,,,,
foodFlourAOO,items,Food,,Flour,麵粉
foodFlourAOOSchematic,items,Food,,Flour Recipe,麵粉食譜
foodFlourAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]All bakers believe in flour power.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]所有麵包師都相信麵粉的力量。
,,,,,
foodGrandMa'sFamousSauceAOO,items,Food,,Grandma's Famous Sauce,奶奶的著名醬汁
foodGrandMa'sFamousSauceAOOSchematic,items,Food,,Grandma's Famous Sauce Recipe,奶奶的著名醬汁食譜
foodGrandMa'sFamousSauceAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Only the best tomato sauce, just like Grandma used to make!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]只有最好的番茄醬，就像奶奶以前做的一樣！
,,,,,
foodMilkAOO,items,Food,,Milk,牛奶
foodMilkAOOSchematic,items,Food,,Pasteurized Milk Recipe,巴氏殺菌牛奶食譜
foodMilkAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Milk! It does the body good. Not much use on its own but can be used in recipies to make other ingredients and tasty food.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]牛奶！對身體有益。單獨使用沒有太大用處，但可以用於食譜中，製作其他成分和美味的食物。
,,,,,
foodOldSaltAOO,items,Food,,Salt,鹽
foodOldSaltAOOSchematic,items,Food,,Salt Recipe,鹽食譜
foodOldSaltAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]It's salty.""",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]它是鹹的。
,,,,,
foodRawBaconAOO,items,Food,,Raw Bacon,生培根
foodRawBaconAOOSchematic,items,Food,,Raw Bacon Recipe,生培根食譜
foodRawBaconAOODescs,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw bacon, ready for fry-up.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生培根，準備好油炸。
,,,,,
foodRawWildSteakAOO,items,Food,,Raw Wild Steak,生野牛排
foodRawWildSteakAOODescs,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw Wild Steak, ready for fry-up.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生野牛排，準備好油炸。
,,,,,
foodRawKobeSteakAOO,items,Food,,Raw Kobe Steak,生神戶牛排
foodRawKobeSteakAOODescs,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw Kobe Steak, ready for fry-up.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生神戶牛排，準備好油炸。
,,,,,
foodRawWildGameAOO,items,Food,,Raw Wild Game,生野味
foodRawWildGameAOODescs,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw Wild Game, Carve it up on the Butcher's Table.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生野味，在屠夫桌子上切開。
,,,,,
foodRawBeefAOO,items,Food,,Raw Beef,生牛肉
foodRawBeefAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]Butcher Table \n[abddfc]UNLOCKED BY: [ffffff] \n\n[abddfc]DESCRIPTION:[ffffff]Beef straight from the cow,[abddfc]類型：[ffffff]食物 \n[abddfc]製作台：[ffffff]屠夫桌 \n[abddfc]解鎖方式：[ffffff] \n\n[abddfc]說明：[ffffff]直接來自牛隻的牛肉
,,,,,
foodRawChickenBreastAOO,items,Food,,Raw Chicken Breast,生雞胸肉
foodRawChickenBreastAOOSchematic,items,Food,,Raw Chicken Breast Recipe,生雞胸肉食譜
foodRawChickenBreastAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw chicken breast ready for cooking.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生雞胸肉，可供烹飪。
,,,,,
foodRawChickenLegsandWingsAOO,items,Food,,Raw Chicken Legs and Wings,生雞腿和雞翅
foodRawChickenLegsandWingsAOOSchematic,items,Food,,Raw Chicken Legs and Wings Recipe,生雞腿和雞翅食譜
foodRawChickenLegsandWingsAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw chicken legs and wings, ready for cooking.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生雞腿和雞翅，可供烹飪。
,,,,,
foodRawGroundBeefAOO,items,Food,,Raw Ground Beef,生絞牛肉
foodRawGroundBeefAOOSchematic,items,Food,,Raw Ground Beef Recipe,生絞牛肉食譜
foodRawGroundBeefAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Raw ground beef, ready for cooking.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生絞牛肉，可供烹飪。
,,,,,
foodRawHamAOO,items,Food,,Raw Ham,生火腿
foodRawHamAOOSchematic,items,Food,,Raw Ham Recipe,生火腿食譜
foodRawHamAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw ham, ready for cooking.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生火腿，可供烹飪。
,,,,,
foodRawKobeBeefAOO,items,Food,,Raw Kobe Beef,生神戶牛肉
foodRawKobeBeefAOOSchematic,items,Food,,Raw Kobe Beef Recipe,生神戶牛肉食譜
foodRawKobeBeefAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw kobe beef, ready for cooking.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生神戶牛肉，可供烹飪。
,,,,,
foodRawMilkAOO,items,Food,,Raw Milk,生牛奶
foodRawMilkAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Milk straight from the cow. Pasteurize this before drinking!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]直接來自牛隻的牛奶。飲用前請先巴氏消毒！
,,,,,
foodRawPastaAOO,items,Food,,Raw Pasta,生義大利麵
foodRawPastaAOOSchematic,items,Food,,Homemade Pasta Recipe,自製義大利麵食譜
foodRawPastaAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Spaghetti, lasagna, angelhair, rigatoni, tortelini... you name it, you make it!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]義大利麵、千層麵、天使細麵、通心粉、餛飩...你想得到的，你都能做！
,,,,,
foodRawPorkAOO,items,Food,,Raw Pork,生豬肉
foodRawPorkAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Pork straight from the pig, or boar. Ready to be butchered into specific cuts for cooking.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]直接來自豬或野豬的豬肉。可屠宰成特定部位供烹飪。
,,,,,
foodRawPorkLoinAOO,items,Food,,Raw Pork Loin,生豬里肌肉
foodRawPorkLoinAOOSchematic,items,Food,,Raw Pork Loin Recipe,生豬里肌肉食譜
foodRawPorkLoinAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw pork loin ready for cooking.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生豬里肌肉，可供烹飪。
,,,,,
foodRawPorkRibsAOO,items,Food,,Raw Pork Ribs,生豬肋排
foodRawPorkRibsAOOSchematic,items,Food,,Raw Pork Ribs Recipe,生豬肋排食譜
foodRawPorkRibsAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw pork ribs ready for cooking.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生豬肋排，可供烹飪。
,,,,,
foodRawSausageLinkAOO,items,Food,,Raw Sausage Link,生香腸
foodRawSausageLinkAOOSchematic,items,Food,,Raw Sausage Link Recipe,生香腸食譜
foodRawSausageLinkAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw sausage links ready for cooking.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生香腸，可供烹飪。
,,,,,
foodRawSteakAOO,items,Food,,Raw Steak,生牛排
foodRawSteakAOOSchematic,items,Food,,Raw Steak Recipe,生牛排食譜
foodRawSteakAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Raw steak ready for cooking.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]生牛排，可供烹飪。
,,,,,
foodSugarAOO,items,Food,,Sugar,糖
foodSugarAOOSchematic,items,Food,,Sugar Recipe,糖食譜
foodSugarAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Aw, it's so sweet!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]喔，好甜！
,,,,,
foodVegOilAOO,items,Food,,Vegetable Oil,植物油
foodVegOilAOOSchematic,items,Food,,Vegetable Oil Recipe,植物油食譜
foodVegOilAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Used as an ingredient in tasty recipies.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]用於美味食譜的成分。
,,,,,
foodWhiteRiceAOO,items,Food,,White Rice,白米
foodWhiteRiceAOOSchematic,items,Food,,Steamed White Rice Recipe,清蒸白米食譜
foodWhiteRiceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]I'm all over that!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]我超愛！
,,,,,
,,,,,
foodBagelandCreamCheeseAOO,items,Food,,Bagel and Cream Cheese,貝果和奶油乳酪
foodBagelandCreamCheeseAOOSchematic,items,Food,,Bagel and Cream Cheese Recipe,貝果和奶油乳酪食譜
foodBagelandCreamCheeseAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]A classic breakfast treat.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]經典早餐美食。
,,,,,
foodBreakfastBaconSandwichAOO,items,Food,,Breakfast Bacon Sandwich,培根三明治
foodBreakfastBaconSandwichAOOSchematic,items,Food,,Breakfast Bacon Sandwich Recipe,培根三明治食譜
foodBreakfastBaconSandwichAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Bacon! Also a breakfast sandwich.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]培根！也是一種早餐三明治。
,,,,,
foodBreakfastSausageSandwichAOO,items,Food,,Breakfast Sausage Sandwich,香腸三明治
foodBreakfastSausageSandwichAOOSchematic,items,Food,,Breakfast Sausage Sandwich Recipe,香腸三明治食譜
foodBreakfastSausageSandwichAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]What makes bagels even better? Why, meat, of course!",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]什麼讓貝果更好吃？當然是肉！
,,,,,
foodFruitPancakesAOO,items,Food,,Fruit Pancakes,水果鬆餅
foodFruitPancakesAOOSchematic,items,Food,,Fruit Pancakes Recipe,水果鬆餅食譜
foodFruitPancakesAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Delightfully fresh and delicious.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]令人愉悅的新鮮美味。
,,,,,
foodFullStackoPancakesAOO,items,Food,,Full Stack of Pancakes,一疊鬆餅
foodFullStackoPancakesAOOSchematic,items,Food,,Full Stack of Pancakes Recipe,一疊鬆餅食譜
foodFullStackoPancakesAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]For when one pancake just isn't enough.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]當一個鬆餅不夠時。
,,,,,
foodPancakeAOO,items,Food,,Pancake,鬆餅
foodPancakeAOOSchematic,items,Food,,Pancake Recipe,鬆餅食譜
foodPancakeAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Flat, yet delicious.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]扁平但美味。
,,,,,
foodYogurtHotTSK_AOO,items,Food,New,Yogurt (Hot),優格（熱）
foodYogurtHotTSK_AOOSchematic,items,Food,,Homemade Yogurt (Hot) Recipe,自製優格（熱）食譜
foodYogurtHotTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Very freshly made yogurt. Place in a fridge to cool it before eating.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]非常新鮮的優格。在冰箱中冷卻後再食用。
,,,,,
foodYogurtTSK_AOO,items,Food,New,Yogurt,優格
foodYogurtTSK_AOOSchematic,items,Food,,Homemade Yogurt (Chilled) Recipe,自製優格（冷藏）食譜
foodYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Yogurt: good for your innards. Tastes best mixed with something else.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]優格：對你的內臟有益。與其他東西混合後味道最佳。
,,,,,
foodChickenPotPieTSK_AOO,items,Food,New,Homemade Chicken Pot Pie,自製雞肉餡餅
foodChickenPotPieTSK_AOOSchematic,items,Food,New,Homemade Chicken Pot Pie Recipe,自製雞肉餡餅食譜
foodChickenPotPieTSK_AOODesc,items,Food,New,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Steamy, juicy pot pie.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]熱騰騰、多汁的餡餅。
,,,,,
foodHasenpfefferTSK_AOO,items,Food,New,Hasenpfeffer,野兔燉肉
foodHasenpfefferTSK_AOOSchematic,items,Food,New,Hasenpfeffer Recipe,野兔燉肉食譜
foodHasenpfefferTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Traditional German rabbit stew.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]傳統的德國野兔燉肉。
,,,,,
,,,,,
foodHomemadeChickenNoodleTSK_AOO,items,Food,New,Homemade Chicken Noodle Soup,自製雞肉麵條湯
foodHomemadeChickenNoodleTSK_AOOSchematic,items,Item,New,Homemade Chicken Noodle Soup Recipe,自製雞肉麵湯食譜
foodHomemadeChickenNoodleTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Well what do you know? It really is good for the soul.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]嗯，你怎麼知道？它真的對靈魂有益。
,,,,,
foodRamenTSK_AOO,items,Food,New,Ramen,拉麵
foodRamenTSK_AOOSchematic,items,Item,New,Ramen Recipe,拉麵食譜
foodRamenTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Amazing ramen. Itadakimasu!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]令人驚豔的拉麵。いただきます！
,,,,,
foodRoyalGamePieTSK_AOO,items,Food,New,Royal Game Pie,皇家野味派
foodRoyalGamePieTSK_AOOSchematic,items,Food,New,Royal Game Pie Recipe,皇家野味派食譜
foodRoyalGamePieTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Tuck in!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]開動吧！
,,,,,
foodVenisonStewTSK_AOO,items,Food,New,Venison Stew,鹿肉燉肉
foodVenisonStewTSK_AOOSchematic,items,Food,New,Venison Stew Recipe,鹿肉燉肉食譜
foodVenisonStewTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Juicy and delicious venison stew.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]多汁美味的鹿肉燉肉。
,,,,,
foodBBQPorkRibsAOO,items,Food,,BBQ Pork Ribs,烤豬肋排
foodBBQPorkRibsAOOSchematic,items,Food,,BBQ Pork Ribs Recipe,烤豬肋排食譜
