Key,Source,Context,Changes,English,tchinese,中文機翻
foodCoconutIceCreamTSK_AOOSchematic,items,Food,,Coconut Ice Cream Recipe,椰子冰淇淋食譜,椰子冰淇淋食譜
foodCoconutIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice cream made with fresh coconut.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮椰子製成的冰淇淋。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮椰子製成的冰淇淋。
,,,,,,
foodCookiesAndMilkTSK_AOO,items,Food,New,Cookies & Milk,餅乾和牛奶,餅乾和牛奶
foodCookiesAndMilkTSK_AOOSchematic,items,Food,,Cookies & Milk Recipe,餅乾和牛奶食譜,餅乾和牛奶食譜
foodCookiesAndMilkTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]All cookies are better with a tall glass of milk.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]所有餅乾都配上一大杯牛奶更好喝。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]所有餅乾都配上一大杯牛奶更好喝。
,,,,,,
foodCreamOfTartarTSK_AOO,items,Food,New,Cream of Tartar,酒石酸鉀,酒石酸鉀
foodCreamOfTartarTSK_AOOSchematic,items,Food,,Cream of Tartar Recipe,酒石酸鉀食譜,酒石酸鉀食譜
foodCreamOfTartarTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]An essential ingredient in snickerdoodle cookies.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]史尼可杜德餅乾中不可或缺的成分。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]史尼可杜德餅乾中不可或缺的成分。
,,,,,,
foodDeerTracksFrozenYogurtTSK_AOO,items,Food,New,Deer Tracks Frozen Yogurt,鹿跡冷凍優格,鹿跡冷凍優格
foodDeerTracksFrozenYogurtTSK_AOOSchematic,items,Food,,Deer Tracks Frozen Yogurt Recipe,鹿跡冷凍優格食譜,鹿跡冷凍優格食譜
foodDeerTracksFrozenYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Frozen yogurt with chunks of strawberry and chocolate. Yum!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冷凍優格，裡面有草莓和巧克力塊。好吃！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冷凍優格，裡面有草莓和巧克力塊。好吃！
,,,,,,
foodDeerTracksIceCreamTSK_AOO,items,Food,New,Deer Tracks Ice Cream,鹿跡冰淇淋,鹿跡冰淇淋
foodDeerTracksIceCreamTSK_AOOSchematic,items,Food,,Deer Tracks Ice Cream Recipe,鹿跡冰淇淋食譜,鹿跡冰淇淋食譜
foodDeerTracksIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice cream with chunks of strawberry and chocolate. Yum!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰淇淋，裡面有草莓和巧克力塊。好吃！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰淇淋，裡面有草莓和巧克力塊。好吃！
,,,,,,
foodFrostingTSK_AOO,items,Food,New,Frosting,糖霜,糖霜
foodFrostingTSK_AOOSchematic,items,Food,,Homemade Frosting Recipe,自製糖霜食譜,自製糖霜食譜
foodFrostingTSK_AOODesc,items,Food,,Workstation: KitchNaid with Mixing Bowl /n Thick and sugary and ready to be whipped onto a cake!,工作站：KitchNaid 帶攪拌碗 /n 濃稠、含糖，準備好塗在蛋糕上了！,工作站：KitchNaid 帶攪拌碗 /n 濃稠、含糖，準備好塗在蛋糕上了！
,,,,,,
foodFrozenYogurtTSK_AOO,items,Food,New,Plain Frozen Yogurt,原味冷凍優格,原味冷凍優格
foodFrozenYogurtTSK_AOOSchematic,items,Food,,Plain Frozen Yogurt Recipe,原味冷凍優格食譜,原味冷凍優格食譜
foodFrozenYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Used as a base for many flavors of frozen yogurt.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用作許多口味冷凍優格的基底。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用作許多口味冷凍優格的基底。
,,,,,,
foodIceCreamTSK_AOO,items,Food,New,Plain Ice Cream,原味冰淇淋,原味冰淇淋
foodIceCreamTSK_AOOSchematic,items,Food,,Plain Ice Cream Recipe,原味冰淇淋食譜,原味冰淇淋食譜
foodIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Used as a base for many flavors of ice cream.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用作許多口味冰淇淋的基底。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用作許多口味冰淇淋的基底。
,,,,,,
foodIceCreamSammieTSK_AOO,items,Food,New,Ice Cream Sandwich,冰淇淋三明治,冰淇淋三明治
foodIceCreamSammieTSK_AOOSchematic,items,Food,,Ice Cream Sandwich Recipe,冰淇淋三明治食譜,冰淇淋三明治食譜
foodIceCreamSammieTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]A simple frozen dessert.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]簡單的冷凍甜點。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]簡單的冷凍甜點。
,,,,,,
foodKittenChowTSK_AOO,items,Food,New,Kitten Chow,小貓糧,小貓糧
foodKittenChowTSK_AOOSchematic,items,Food,,Kitten Chow Recipe,小貓糧食譜,小貓糧食譜
foodKittenChowTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Also known as muddy buddies, this chocolate-and-powdered-sugar snack is so delicious!",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]也被稱為泥巴夥伴，這種巧克力和糖粉零食非常美味！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]也被稱為泥巴夥伴，這種巧克力和糖粉零食非常美味！
,,,,,,
foodLemonCakeTSK_AOO,items,Food,New,Lemon Cake,檸檬蛋糕,檸檬蛋糕
foodLemonCakeTSK_AOOSchematic,items,Food,,Lemon Cake Recipe,檸檬蛋糕食譜,檸檬蛋糕食譜
foodLemonCakeTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A decadent lemon bundt cake.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]頹廢的檸檬邦特蛋糕。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]頹廢的檸檬邦特蛋糕。
,,,,,,
foodLemonSnoConeTSK_AOO,items,Food,New,Lemon Shaved Ice,檸檬刨冰,檸檬刨冰
foodLemonSnoConeTSK_AOOSchematic,items,Food,,Lemon Shaved Ice Recipe,檸檬刨冰食譜,檸檬刨冰食譜
foodLemonSnoConeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some lemon flavoring. About what you'd expect, really.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些檸檬味。真的，你會期待什麼呢？,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些檸檬味。真的，你會期待什麼呢？
,,,,,,
foodLimeSnoConeTSK_AOO,items,Food,New,Lime Shaved Ice,萊姆刨冰,萊姆刨冰
foodLimeSnoConeTSK_AOOSchematic,items,Food,,Lime Shaved Ice Recipe,萊姆刨冰食譜,萊姆刨冰食譜
foodLimeSnoConeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some lime flavoring. About what you'd expect, really.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些萊姆味。真的，你會期待什麼呢？,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些萊姆味。真的，你會期待什麼呢？
,,,,,,
foodMarshmallowTSK_AOO,items,Food,New,Marshmallow,棉花糖,棉花糖
foodMarshmallowTSK_AOOSchematic,items,Food,,Homemade Marshmallow Recipe,自製棉花糖食譜,自製棉花糖食譜
foodMarshmallowTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A light, fluffy, squishy, sugary cloud.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆、軟綿綿、含糖的雲朵。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆、軟綿綿、含糖的雲朵。
,,,,,,
foodMolassesTSK_AOO,items,Food,New,Molasses,糖蜜,糖蜜
foodMolassesTSK_AOOSchematic,items,Food,,Molasses Recipe,糖蜜食譜,糖蜜食譜
foodMolassesTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Definitely do not mistake this for honey.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]絕對不要誤認為是蜂蜜。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]絕對不要誤認為是蜂蜜。
,,,,,,
foodMolassesCookieTSK_AOO,items,Food,New,Molasses Cookies,糖蜜餅乾,糖蜜餅乾
foodMolassesCookieTSK_AOOSchematic,items,Food,,Molasses Cookies Recipe,糖蜜餅乾食譜,糖蜜餅乾食譜
foodMolassesCookieTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Dark and rich cookies.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]深色濃郁的餅乾。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]深色濃郁的餅乾。
,,,,,,
foodOrangeSnoConeTSK_AOO,items,Food,New,Orange Shaved Ice,橘子刨冰,橘子刨冰
foodOrangeSnoConeTSK_AOOSchematic,items,Food,,Orange Shaved Ice Recipe,橘子刨冰食譜,橘子刨冰食譜
foodOrangeSnoConeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some orange flavoring. About what you'd expect, really.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些橘子風味。真的，就是你所期待的樣子。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些橘子風味。真的，就是你所期待的樣子。
,,,,,,
foodParfaitTSK_AOO,items,Food,New,Parfait,帕菲,帕菲
foodParfaitTSK_AOOSchematic,items,Food,,Parfait Recipe,帕菲食譜,帕菲食譜
foodParfaitTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food\n\n[abddfc]DESCRIPTION:[ffffff]The dessert version of pafrait with jello, fruit, and cream.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]甜點版本的帕菲，含有果凍、水果和奶油。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]甜點版本的帕菲，含有果凍、水果和奶油。
,,,,,,
foodPeachCobblerTSK_AOO,items,Food,New,Peach Cobbler,桃子烤餅,桃子烤餅
,,,,,,
foodPeanutButterTSK_AOO,items,Food,New,Peanut Butter,花生醬,花生醬
foodPeanutButterTSK_AOOSchematic,items,Food,,Homemade Peanut Butter Recipe,自製花生醬食譜,自製花生醬食譜
foodPeanutButterTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Rich and creamy peanut butter.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]濃郁滑順的花生醬。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]濃郁滑順的花生醬。
,,,,,,
foodPeanutButterCookieTSK_AOO,items,Food,New,Peanut Butter Cookies,花生醬餅乾,花生醬餅乾
foodPeanutButterCookieTSK_AOOSchematic,items,Food,,Peanut Butter Cookies Recipe,花生醬餅乾食譜,花生醬餅乾食譜
foodPeanutButterCookieTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Cookies full of peanut buttery goodness.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]充滿花生醬美味的餅乾。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]充滿花生醬美味的餅乾。
,,,,,,
foodPuppyChowTSK_AOO,items,Food,New,Puppy Chow,小狗糧,小狗糧
foodPuppyChowTSK_AOOSchematic,items,Food,,Puppy Chow Recipe,小狗糧食譜,小狗糧食譜
foodPuppyChowTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Also known as muddy buddies, this chocolate-and-powdered-sugar snack is so delicious!",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]也被稱為泥巴夥伴，這種巧克力和糖粉零食非常美味！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]也被稱為泥巴夥伴，這種巧克力和糖粉零食非常美味！
,,,,,,
foodRaspberryFrozenYogurtTSK_AOO,items,Food,New,Raspberry Frozen Yogurt,覆盆子冷凍優格,覆盆子冷凍優格
foodRaspberryFrozenYogurtTSK_AOOSchematic,items,Food,,Raspberry Frozen Yogurt Recipe,覆盆子冷凍優格食譜,覆盆子冷凍優格食譜
foodRaspberryFrozenYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh raspberries.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮覆盆子製成的自製冷凍優格。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮覆盆子製成的自製冷凍優格。
,,,,,,
foodRaspberryIceCreamTSK_AOO,items,Food,New,Raspberry Ice Cream,覆盆子冰淇淋,覆盆子冰淇淋
foodRaspberryIceCreamTSK_AOOSchematic,items,Food,,Raspberry Ice Cream Recipe,覆盆子冰淇淋食譜,覆盆子冰淇淋食譜
foodRaspberryIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh raspberries.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮覆盆子製成的自製冰淇淋。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮覆盆子製成的自製冰淇淋。
,,,,,,
foodRaspberryMousseTSK_AOO,items,Food,New,Raspberry Mousse,覆盆子慕斯,覆盆子慕斯
foodRaspberryMousseTSK_AOOSchematic,items,Food,,Raspberry Mousse Recipe,覆盆子慕斯食譜,覆盆子慕斯食譜
foodRaspberryMousseTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Light and fluffy raspberry mousse.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆的覆盆子慕斯。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆的覆盆子慕斯。
,,,,,,
foodSmoresTSK_AOO,items,Food,New,S'mores,烤棉花糖,烤棉花糖
foodSmoresTSK_AOOSchematic,items,Food,,S'mores Recipe,烤棉花糖食譜,烤棉花糖食譜
foodSmoresTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]The absolute best camp snack of all time!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]有史以來最棒的露營零食！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]有史以來最棒的露營零食！
,,,,,,
foodSnickerdoodleCookieTSK_AOO,items,Food,New,Snickerdoodle Cookies,肉桂餅乾,肉桂餅乾
foodSnickerdoodleCookieTSK_AOOSchematic,items,Food,,Snickerdoodle Cookies Recipe,肉桂餅乾食譜,肉桂餅乾食譜
foodSnickerdoodleCookieTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Soft and gooey snickerdoodles.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]柔軟黏膩的肉桂餅乾。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]柔軟黏膩的肉桂餅乾。
,,,,,,
foodSpecialBrowniesTSK_AOO,items,Food,New,Special Chocolate Brownies,特殊巧克力布朗尼,特殊巧克力布朗尼
foodSpecialBrowniesTSK_AOOSchematic,items,Food,,Special Chocolate Brownies Recipe,特殊巧克力布朗尼食譜,特殊巧克力布朗尼食譜
foodSpecialBrowniesTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Thick, rich chocolate brownies with a special surprise.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]濃郁厚實的巧克力布朗尼，還有一個特別驚喜。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]濃郁厚實的巧克力布朗尼，還有一個特別驚喜。
,,,,,,
foodStrawberryFrozenYogurtTSK_AOO,items,Food,New,Strawberry Frozen Yogurt,草莓冷凍優格,草莓冷凍優格
foodStrawberryFrozenYogurtTSK_AOOSchematic,items,Food,,Strawberry Frozen Yogurt Recipe,草莓冷凍優格食譜,草莓冷凍優格食譜
foodStrawberryFrozenYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh strawberries.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮草莓製成的自製冷凍優格。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮草莓製成的自製冷凍優格。
,,,,,,
foodStrawberryIceCreamTSK_AOO,items,Food,New,Strawberry Ice Cream,草莓冰淇淋,草莓冰淇淋
foodStrawberryIceCreamTSK_AOOSchematic,items,Food,,Strawberry Ice Cream Recipe,草莓冰淇淋食譜,草莓冰淇淋食譜
foodStrawberryIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh strawberries.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮草莓製成的自製冰淇淋。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮草莓製成的自製冰淇淋。
,,,,,,
foodStrawberryMousseTSK_AOO,items,Food,New,Strawberry Mousse,草莓慕斯,草莓慕斯
foodStrawberryMousseTSK_AOOSchematic,items,Food,,Strawberry Mousse Recipe,草莓慕斯食譜,草莓慕斯食譜
foodStrawberryMousseTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Light and fluffy strawberry mousse.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆的草莓慕斯。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]輕盈蓬鬆的草莓慕斯。
,,,,,,
foodTurtleSundaeTSK_AOO,items,Food,New,Turtle Sundae,海龜聖代,海龜聖代
foodTurtleSundaeTSK_AOOSchematic,items,Food,,Turtle Sundae Recipe,海龜聖代食譜,海龜聖代食譜
foodTurtleSundaeTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A certain reptile is now homeless so you may have a fortifying frozen dessert. Don't tell Rodolphus!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]某隻爬蟲類現在無家可歸，所以你可以享用一份營養的冷凍甜點。別告訴羅道夫斯！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]某隻爬蟲類現在無家可歸，所以你可以享用一份營養的冷凍甜點。別告訴羅道夫斯！
,,,,,,
foodVanillaFrozenYogurtTSK_AOO,items,Food,New,Vanilla Frozen Yogurt,香草冷凍優格,香草冷凍優格
foodVanillaFrozenYogurtTSK_AOOSchematic,items,Food,,Vanilla Frozen Yogurt Recipe,香草冷凍優格食譜,香草冷凍優格食譜
foodVanillaFrozenYogurtTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade frozen yogurt made with fresh vanilla.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮香草製成的自製冷凍優格。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮香草製成的自製冷凍優格。
,,,,,,
foodVanillaIceCreamTSK_AOO,items,Food,New,Vanilla Ice Cream,香草冰淇淋,香草冰淇淋
foodVanillaIceCreamTSK_AOOSchematic,items,Food,,Vanilla Ice Cream Recipe,香草冰淇淋食譜,香草冰淇淋食譜
foodVanillaIceCreamTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade ice cream made with fresh vanilla.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮香草製成的自製冰淇淋。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]用新鮮香草製成的自製冰淇淋。
,,,,,,
foodWatermelonSnoConeTSK_AOO,items,Food,New,Watermelon Shaved Ice,西瓜刨冰,西瓜刨冰
foodWatermelonSnoConeTSK_AOOSchematic,items,Food,,Watermelon Shaved Ice Recipe,西瓜刨冰食譜,西瓜刨冰食譜
foodWatermelonSnoConeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Ice, with some watermelon flavoring. About what you'd expect, really.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些西瓜風味。真的，就是你所期待的樣子。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]冰，帶有一些西瓜風味。真的，就是你所期待的樣子。
,,,,,,
,,,,,,
foodChipsTSK_AOO,items,Food,New,Chips,薯片,薯片
foodChipsTSK_AOOSchematic,items,Item,New,Chips Recipe,薯片食譜,薯片食譜
foodChipsTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food\n\n[abddfc]DESCRIPTION:[ffffff]A simple salty snack. Even better with sauces!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]簡單的鹹味零食。搭配醬汁更美味！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]簡單的鹹味零食。搭配醬汁更美味！
,,,,,,
foodChipsAndSalsaTSK_AOO,items,Food,New,Chips and Salsa,薯片和莎莎醬,薯片和莎莎醬
foodChipsAndSalsaTSK_AOOSchematic,items,Item,New,Chips and Salsa Recipe,薯片和莎莎醬食譜,薯片和莎莎醬食譜
foodChipsAndSalsaTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Homemade chips and salsa - delicious!,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]自製薯片和莎莎醬 - 美味！,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]自製薯片和莎莎醬 - 美味！
,,,,,,
foodDriedFruitAOO,items,Food,,Dried Fruit,乾果,乾果
foodDriedFruitAOOSchematic,items,Food,,Dried Fruit Recipe,乾果食譜,乾果食譜
foodDriedFruitAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]A sweet little snack.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]甜美的小零食。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]甜美的小零食。
,,,,,,
foodFriesAOO,items,Food,,Basket of Fries,炸薯條籃,炸薯條籃
foodFriesAOOSchematic,items,Food,,Fries Recipe,炸薯條食譜,炸薯條食譜
foodFriesAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Whether chips or fries, these are sure to satisfy your salty cravings.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]無論是薯片還是炸薯條，這些都能滿足你對鹹味的渴望。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]無論是薯片還是炸薯條，這些都能滿足你對鹹味的渴望。
,,,,,,
foodGelatinTSK_AOO,items,Food,New,Gelatin,吉利丁,吉利丁
foodGelatinTSK_AOOSchematic,items,Food,,,,
foodGelatinTSK_AOODesc,items,Food,New,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Very freshly made gelatin. Place in a fridge for a while before trying to use it.,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]非常新鮮的吉利丁。在嘗試使用之前，先放入冰箱一段時間。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]非常新鮮的吉利丁。在嘗試使用之前，先放入冰箱一段時間。
,,,,,,
foodJelloTSK_AOO,items,Food,New,Jello,果凍,果凍
foodJelloTSK_AOOSchematic,items,Food,,Jello Recipe,果凍食譜,果凍食譜
foodJelloTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It's wiggly, it's jiggly, but thankfully it is not actually alive.",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]它會搖晃，它會晃動，但謝天謝地它沒有生命。,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]它會搖晃，它會晃動，但謝天謝地它沒有生命。
,,,,,,
foodMixedFruitTSK_AOO,items,Food,New,Mixed Fruit,綜合水果,綜合水果
foodMixedFruitTSK_AOOSchematic,items,Food,,Mixed Fruit Recipe,綜合水果食譜,綜合水果食譜
foodMixedFruitTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Beautifully fresh fruit, ready to be used as an ingredient in tasty recipes.",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮水果，可作為美味食譜的食材。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮水果，可作為美味食譜的食材。
,,,,,,
foodMixedVeggiesTSK_AOO,items,Food,New,Mixed Veggies,綜合蔬菜,綜合蔬菜
foodMixedVeggiesTSK_AOOSchematic,items,Item,New,Mixed Veggies Recipe,綜合蔬菜食譜,綜合蔬菜食譜
foodMixedVeggiesTSK_AOODesc,items,Food,New,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Crunchy mixed veggies, ready to be used as an ingredient in tasty recipies.",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]爽脆的綜合蔬菜，可作為美味食譜的食材。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]爽脆的綜合蔬菜，可作為美味食譜的食材。
,,,,,,
foodOnionRingsAOO,items,Food,,Onion Rings,洋蔥圈,洋蔥圈
